Id,Channel Identifier,Abs. Time,Sender,Message,ID,Avatar,
42120,GSL_G.5_main_1,1706645906598,P.64,my b,"""P.64_P.72""",68918,rabbit.png
42121,GSL_G.5_main_1,1706645907041,P.67,I stick to what I know,"""P.67_P.72""",737930,Pig.png
42122,GSL_G.5_main_1,1706645907879,P.63,No if I have to take the bus I usually try Apple Maps and I'm sweating the whole time,"""P.63_P.72""",924497,fox.png
42123,GSL_G.5_main_1,1706645907964,P.61,What’s your fav animal?,"""P.61_P.72""",168016,zebra.png
42124,GSL_G.5_main_1,1706645909626,P.62,kinda intrigued as to wtf this is,"""P.62_P.72""",186600,donkey.png
42125,GSL_G.5_main_1,1706645910410,P.72,are you done with your classes,"""P.70_P.72""",270094,dog.png
42126,GSL_G.5_main_1,1706645912444,P.70,Thank you! Yes I'm pre med but also kinda unsure these days,"""P.65_P.70""",106152,fox2.png
42127,GSL_G.5_main_1,1706645912504,P.65,where do you normally hang out? i like to go downtown,"""P.65_P.66""",337769,monkey.png
42128,GSL_G.5_main_1,1706645912919,P.69,Its going well,"""P.69_P.72""",472913,racoon.png
42129,GSL_G.5_main_1,1706645914933,P.72,frrr,"""P.67_P.72""",270094,dog.png
42130,GSL_G.5_main_1,1706645915231,P.70,It's so hard,"""P.65_P.70""",106152,fox2.png
42131,GSL_G.5_main_1,1706645916900,P.69,I just had one class today,"""P.69_P.72""",472913,racoon.png
42132,GSL_G.5_main_1,1706645917437,P.70,Lol,"""P.65_P.70""",106152,fox2.png
42133,GSL_G.5_main_1,1706645920996,P.62,ugh lucky,"""P.62_P.67""",186600,donkey.png
42134,GSL_G.5_main_1,1706645921002,P.64,many,"""P.63_P.64""",68918,rabbit.png
42135,GSL_G.5_main_1,1706645921212,P.72,you know clem connects to alderman now,"""P.67_P.72""",270094,dog.png
42136,GSL_G.5_main_1,1706645921225,P.67,are you doing this for a psych class?,"""P.67_P.70""",737930,Pig.png
42137,GSL_G.5_main_1,1706645922054,P.66,idk I meant where did you get chik=cken from,"""P.64_P.66""",24405,dog2.png
42138,GSL_G.5_main_1,1706645922836,P.64,you,"""P.63_P.64""",68918,rabbit.png
42139,GSL_G.5_main_1,1706645925069,P.72,oh dope,"""P.69_P.72""",270094,dog.png
42140,GSL_G.5_main_1,1706645925108,P.63,Oh true I do love ice cream but I'm lactose intolerant so I can only eat it when I'm home,"""P.63_P.66""",924497,fox.png
42141,GSL_G.5_main_1,1706645925796,P.70,Literally,"""P.62_P.70""",106152,fox2.png
42142,GSL_G.5_main_1,1706645927557,P.67,yes,"""P.67_P.72""",737930,Pig.png
42143,GSL_G.5_main_1,1706645928379,P.66,not like where you were from,"""P.64_P.66""",24405,dog2.png
42144,GSL_G.5_main_1,1706645931280,P.72,i had 3 but im done now,"""P.69_P.72""",270094,dog.png
42145,GSL_G.5_main_1,1706645932798,P.67,I don't really like alderman though,"""P.67_P.72""",737930,Pig.png
42146,GSL_G.5_main_1,1706645937500,P.69,Omg wow haha,"""P.69_P.72""",472913,racoon.png
42147,GSL_G.5_main_1,1706645938919,P.64,ik,"""P.64_P.66""",68918,rabbit.png
42148,GSL_G.5_main_1,1706645938985,P.72,gonna get food later so hyped,"""P.69_P.72""",270094,dog.png
42149,GSL_G.5_main_1,1706645939587,P.67,it has so much unused space,"""P.67_P.72""",737930,Pig.png
42150,GSL_G.5_main_1,1706645940473,P.62,do yk if there's still room,"""P.62_P.67""",186600,donkey.png
42151,GSL_G.5_main_1,1706645941047,P.63,I'm in Cav Daily and a few volunteer organizations,"""P.63_P.64""",924497,fox.png
42152,GSL_G.5_main_1,1706645943844,P.67,and not much seating,"""P.67_P.72""",737930,Pig.png
42153,GSL_G.5_main_1,1706645944194,P.64,wr,"""P.64_P.66""",68918,rabbit.png
42154,GSL_G.5_main_1,1706645944466,P.70,"Yes I'm in social psych, how about you","""P.67_P.70""",106152,fox2.png
42155,GSL_G.5_main_1,1706645945249,P.69,Yes awesome,"""P.69_P.72""",472913,racoon.png
42156,GSL_G.5_main_1,1706645947820,P.63,Hello!,"""P.63_P.65""",924497,fox.png
42157,GSL_G.5_main_1,1706645949833,P.62,what even is this,"""P.62_P.70""",186600,donkey.png
42158,GSL_G.5_main_1,1706645950934,P.69,What food?,"""P.69_P.72""",472913,racoon.png
42159,GSL_G.5_main_1,1706645950952,P.72,that's legit what i said,"""P.67_P.72""",270094,dog.png
42160,GSL_G.5_main_1,1706645952912,P.66,Sometimes,"""P.65_P.66""",24405,dog2.png
42161,GSL_G.5_main_1,1706645953202,P.64,cooool,"""P.63_P.64""",68918,rabbit.png
42162,GSL_G.5_main_1,1706645953302,P.61,I’m not from va but I think we can’t talk about identifying infos,"""P.61_P.69""",168016,zebra.png
42163,GSL_G.5_main_1,1706645955082,P.72,i feel you on that,"""P.67_P.72""",270094,dog.png
42164,GSL_G.5_main_1,1706645958845,P.70,I have a class tonight I am super dreading it,"""P.70_P.72""",106152,fox2.png
42165,GSL_G.5_main_1,1706645959061,P.65,what do you like to do for fun,"""P.65_P.70""",337769,monkey.png
42166,GSL_G.5_main_1,1706645960751,P.64,"sports, greek","""P.63_P.64""",68918,rabbit.png
42167,GSL_G.5_main_1,1706645961044,P.67,I'm not sure you'd have to check SIS,"""P.62_P.67""",737930,Pig.png
42168,GSL_G.5_main_1,1706645962169,P.62,how was ur day,"""P.62_P.66""",186600,donkey.png
42169,GSL_G.5_main_1,1706645963267,P.61,i’m with my state’s team,"""P.61_P.69""",168016,zebra.png
42170,GSL_G.5_main_1,1706645963377,P.66,none of us have cars here so makes it harder to get down there,"""P.65_P.66""",24405,dog2.png
42171,GSL_G.5_main_1,1706645963608,P.70,How about you,"""P.70_P.72""",106152,fox2.png
42172,GSL_G.5_main_1,1706645966234,P.65,when you are not studying?,"""P.65_P.70""",337769,monkey.png
42173,GSL_G.5_main_1,1706645969058,P.72,"it does have those study spaces with the really high ceilings, you know?","""P.67_P.72""",270094,dog.png
42174,GSL_G.5_main_1,1706645972676,P.62,doing that rn,"""P.62_P.67""",186600,donkey.png
42175,GSL_G.5_main_1,1706645974101,P.66,OH,"""P.64_P.66""",24405,dog2.png
42176,GSL_G.5_main_1,1706645975017,P.69,Oh ok gotcha,"""P.61_P.69""",472913,racoon.png
42177,GSL_G.5_main_1,1706645976140,P.67,hello,"""P.63_P.67""",737930,Pig.png
42178,GSL_G.5_main_1,1706645977399,P.61,What do you do for fun?,"""P.61_P.67""",168016,zebra.png
42179,GSL_G.5_main_1,1706645978366,P.72,maybe O'Hill again bahaha,"""P.69_P.72""",270094,dog.png
42180,GSL_G.5_main_1,1706645979229,P.65,i know :(( it sucks,"""P.65_P.66""",337769,monkey.png
42181,GSL_G.5_main_1,1706645981690,P.72,they have tacos today,"""P.69_P.72""",270094,dog.png
42182,GSL_G.5_main_1,1706645984760,P.66,good I'm done with classes,"""P.62_P.66""",24405,dog2.png
42183,GSL_G.5_main_1,1706645986795,P.72,damn,"""P.70_P.72""",270094,dog.png
42184,GSL_G.5_main_1,1706645988147,P.70,I like to exercise and spend time with friends and try new restaurants,"""P.65_P.70""",106152,fox2.png
42185,GSL_G.5_main_1,1706645988476,P.63,"Nice, I'm afraid I only do the kinds of sports that don't lend themselves well to college teams (like ice skating)","""P.63_P.64""",924497,fox.png
42186,GSL_G.5_main_1,1706645988483,P.72,which class,"""P.70_P.72""",270094,dog.png
42187,GSL_G.5_main_1,1706645989647,P.70,You??,"""P.65_P.70""",106152,fox2.png
42188,GSL_G.5_main_1,1706645993143,P.67,"workout, hang with friends, go on day trips","""P.61_P.67""",737930,Pig.png
42189,GSL_G.5_main_1,1706645994237,P.67,wbu,"""P.61_P.67""",737930,Pig.png
42190,GSL_G.5_main_1,1706645995452,P.66,and don't have much homework only reading reallyh,"""P.62_P.66""",24405,dog2.png
42191,GSL_G.5_main_1,1706645995455,P.69,Haha oh ok cool,"""P.69_P.72""",472913,racoon.png
42192,GSL_G.5_main_1,1706645996951,P.65,do you live on grounds?,"""P.65_P.66""",337769,monkey.png
42193,GSL_G.5_main_1,1706646000511,P.63,Hello! How are you today?,"""P.63_P.67""",924497,fox.png
42194,GSL_G.5_main_1,1706646003346,P.72,fr it's okay,"""P.64_P.72""",270094,dog.png
42195,GSL_G.5_main_1,1706646005862,P.63,Hello!,"""P.63_P.69""",924497,fox.png
42196,GSL_G.5_main_1,1706646007268,P.67,good how are you,"""P.63_P.67""",737930,Pig.png
42197,GSL_G.5_main_1,1706646007981,P.66,yes! in the motels,"""P.65_P.66""",24405,dog2.png
42198,GSL_G.5_main_1,1706646010502,P.69,are they good? I dont think I've had ohill tacos,"""P.69_P.72""",472913,racoon.png
42199,GSL_G.5_main_1,1706646013242,P.72,you're in psych right?,"""P.64_P.72""",270094,dog.png
42200,GSL_G.5_main_1,1706646018254,P.72,frrrr,"""P.63_P.72""",270094,dog.png
42201,GSL_G.5_main_1,1706646018663,P.70,It's an English class which is no fun because I'm a Neuroscience major,"""P.70_P.72""",106152,fox2.png
42202,GSL_G.5_main_1,1706646020366,P.67,same with Jennifer Maccormack,"""P.67_P.70""",737930,Pig.png
42203,GSL_G.5_main_1,1706646021216,P.63,Just woke up from a nap so pretty good!,"""P.63_P.67""",924497,fox.png
42204,GSL_G.5_main_1,1706646022337,P.69,Hi! How are you?,"""P.63_P.69""",472913,racoon.png
42205,GSL_G.5_main_1,1706646026207,P.72,i was blessed with a good sense of direction so thank god,"""P.63_P.72""",270094,dog.png
42206,GSL_G.5_main_1,1706646034187,P.72,honestly same,"""P.62_P.72""",270094,dog.png
42207,GSL_G.5_main_1,1706646035089,P.62,it is very full,"""P.62_P.67""",186600,donkey.png
42208,GSL_G.5_main_1,1706646036936,P.72,study is kinda wild,"""P.62_P.72""",270094,dog.png
42209,GSL_G.5_main_1,1706646039698,P.63,"Really good, just woke up from a nap. How about you?","""P.63_P.69""",924497,fox.png
42210,GSL_G.5_main_1,1706646040753,P.69,Hi!,"""P.67_P.69""",472913,racoon.png
42211,GSL_G.5_main_1,1706646040770,P.67,Yes that's cool,"""P.67_P.72""",737930,Pig.png
42212,GSL_G.5_main_1,1706646041955,P.62,that rocks,"""P.62_P.66""",186600,donkey.png
42213,GSL_G.5_main_1,1706646044558,P.66,hbu,"""P.65_P.66""",24405,dog2.png
42214,GSL_G.5_main_1,1706646044998,P.70,It's also 2.5 hours which is brutal but at least I'm done for the week after today,"""P.70_P.72""",106152,fox2.png
42215,GSL_G.5_main_1,1706646045000,P.67,especially with the natural light,"""P.67_P.72""",737930,Pig.png
42216,GSL_G.5_main_1,1706646045401,P.72,probably cats since my parents have 4 lmaoo,"""P.61_P.72""",270094,dog.png
42217,GSL_G.5_main_1,1706646045797,P.65,"i also like to stay active, im on the triathalon team and like to work out","""P.65_P.70""",337769,monkey.png
42218,GSL_G.5_main_1,1706646045971,P.72,wbu,"""P.61_P.72""",270094,dog.png
42219,GSL_G.5_main_1,1706646050288,P.67,hello,"""P.67_P.69""",737930,Pig.png
42220,GSL_G.5_main_1,1706646052559,P.65,what types of resturants do you like?,"""P.65_P.70""",337769,monkey.png
42221,GSL_G.5_main_1,1706646053147,P.72,true true,"""P.67_P.72""",270094,dog.png
42222,GSL_G.5_main_1,1706646057230,P.62,like what r we even supposed to do,"""P.62_P.72""",186600,donkey.png
42223,GSL_G.5_main_1,1706646057474,P.63,I unfortunately was not blessed with the same skill :(,"""P.63_P.72""",924497,fox.png
42224,GSL_G.5_main_1,1706646058936,P.70,Yes! How do you like it so far,"""P.67_P.70""",106152,fox2.png
42225,GSL_G.5_main_1,1706646060218,P.72,it also has the like 'harry potter room',"""P.67_P.72""",270094,dog.png
42226,GSL_G.5_main_1,1706646060683,P.67,I need to take one of those,"""P.63_P.67""",737930,Pig.png
42227,GSL_G.5_main_1,1706646064021,P.69,"Haha nice! I'm good, I was just doing homework lol","""P.63_P.69""",472913,racoon.png
42228,GSL_G.5_main_1,1706646066606,P.63,I was using maps to get to class until second year,"""P.63_P.72""",924497,fox.png
42229,GSL_G.5_main_1,1706646067223,P.72,they are pretty good,"""P.69_P.72""",270094,dog.png
42230,GSL_G.5_main_1,1706646069067,P.66,are you taking more classes this semester than you were last,"""P.62_P.66""",24405,dog2.png
42231,GSL_G.5_main_1,1706646069110,P.67,well that stinks,"""P.62_P.67""",737930,Pig.png
42232,GSL_G.5_main_1,1706646070360,P.65,i live in old dorms,"""P.65_P.66""",337769,monkey.png
42233,GSL_G.5_main_1,1706646071788,P.72,and newcomb has wing wednesday tmr,"""P.69_P.72""",270094,dog.png
42234,GSL_G.5_main_1,1706646075635,P.62,ugh i wish they did i totally would,"""P.62_P.63""",186600,donkey.png
42235,GSL_G.5_main_1,1706646078023,P.72,dang,"""P.70_P.72""",270094,dog.png
42236,GSL_G.5_main_1,1706646078553,P.63,Haha true I'm always in need of one,"""P.63_P.67""",924497,fox.png
42237,GSL_G.5_main_1,1706646080580,P.65,are you living on grounds next semester,"""P.65_P.66""",337769,monkey.png
42238,GSL_G.5_main_1,1706646083388,P.62,no but they r way harder,"""P.62_P.66""",186600,donkey.png
42239,GSL_G.5_main_1,1706646084415,P.61,Got a brand new pacemaker yesterday so feeling good lol,"""P.61_P.63""",168016,zebra.png
42240,GSL_G.5_main_1,1706646084726,P.67,It seems like a very easy class,"""P.67_P.70""",737930,Pig.png
42241,GSL_G.5_main_1,1706646085559,P.70,Triathalon team that's soooo cool,"""P.65_P.70""",106152,fox2.png
42242,GSL_G.5_main_1,1706646085668,P.72,im into science too but i don't mind the enwr sometimes,"""P.70_P.72""",270094,dog.png
42243,GSL_G.5_main_1,1706646089458,P.62,yeah rip,"""P.62_P.67""",186600,donkey.png
42244,GSL_G.5_main_1,1706646094340,P.67,I just needed to take it to be a full-time student lol,"""P.67_P.70""",737930,Pig.png
42245,GSL_G.5_main_1,1706646094675,P.65,thx!,"""P.65_P.70""",337769,monkey.png
42246,GSL_G.5_main_1,1706646095425,P.72,bruhh my bio lab is 2.5 hours and i dread it,"""P.70_P.72""",270094,dog.png
42247,GSL_G.5_main_1,1706646097982,P.62,how r u,"""P.61_P.62""",186600,donkey.png
42248,GSL_G.5_main_1,1706646103630,P.70,I love Italian food. But I love all food lol,"""P.65_P.70""",106152,fox2.png
42249,GSL_G.5_main_1,1706646103725,P.69,Oh nice!,"""P.69_P.72""",472913,racoon.png
42250,GSL_G.5_main_1,1706646104556,P.65,was it difficult to apply neuroscience?,"""P.65_P.70""",337769,monkey.png
42251,GSL_G.5_main_1,1706646105939,P.72,socialize i guess,"""P.62_P.72""",270094,dog.png
42252,GSL_G.5_main_1,1706646109208,P.63,Yeah I used to be in a position where I would organize them and it was sad when we had $100 to spend and 6 people would show up,"""P.62_P.63""",924497,fox.png
42253,GSL_G.5_main_1,1706646110700,P.72,you like psych?,"""P.62_P.72""",270094,dog.png
42254,GSL_G.5_main_1,1706646112279,P.67,yes that does have a cool vibe,"""P.67_P.72""",737930,Pig.png
42255,GSL_G.5_main_1,1706646113077,P.66,no we signed a lease for an apartment off the corner called the point,"""P.65_P.66""",24405,dog2.png
42256,GSL_G.5_main_1,1706646113929,P.61,I def love cats but I have to go dog’s team,"""P.61_P.72""",168016,zebra.png
42257,GSL_G.5_main_1,1706646116624,P.65,i heard you have to do a lot of research to apply,"""P.65_P.70""",337769,monkey.png
42258,GSL_G.5_main_1,1706646122976,P.72,dang it's okay,"""P.63_P.72""",270094,dog.png
42259,GSL_G.5_main_1,1706646125252,P.66,are you in the new ones by the student health center?,"""P.65_P.66""",24405,dog2.png
42260,GSL_G.5_main_1,1706646127010,P.72,google maps is pretty good,"""P.63_P.72""",270094,dog.png
42261,GSL_G.5_main_1,1706646127039,P.62,yeah i think it's really interesting,"""P.62_P.72""",186600,donkey.png
42262,GSL_G.5_main_1,1706646133638,P.70,Not really! The application process was just like an essay and they expanded the program so it's less competitive now I think,"""P.65_P.70""",106152,fox2.png
42263,GSL_G.5_main_1,1706646135412,P.67,how many hours of sleep do you get a night approximately,"""P.63_P.67""",737930,Pig.png
42264,GSL_G.5_main_1,1706646138994,P.65,nice!,"""P.65_P.66""",337769,monkey.png
42265,GSL_G.5_main_1,1706646140164,P.62,yeah that's awful,"""P.62_P.63""",186600,donkey.png
42266,GSL_G.5_main_1,1706646141099,P.66,which one is the worst,"""P.62_P.66""",24405,dog2.png
42267,GSL_G.5_main_1,1706646141989,P.61,Day trips are def fun,"""P.61_P.67""",168016,zebra.png
42268,GSL_G.5_main_1,1706646144029,P.72,i think it is too,"""P.62_P.72""",270094,dog.png
42269,GSL_G.5_main_1,1706646149419,P.65,yeah im living in bond next semester,"""P.65_P.66""",337769,monkey.png
42270,GSL_G.5_main_1,1706646151872,P.70,Research is no longer a pre-req but I'm sure it helps,"""P.65_P.70""",106152,fox2.png
42271,GSL_G.5_main_1,1706646152812,P.72,i think our prof is a little long winded thooo,"""P.62_P.72""",270094,dog.png
42272,GSL_G.5_main_1,1706646155831,P.69,What else do you do for fun?,"""P.61_P.69""",472913,racoon.png
42273,GSL_G.5_main_1,1706646156439,P.61,where was the most recent trip for you?,"""P.61_P.67""",168016,zebra.png
42274,GSL_G.5_main_1,1706646156469,P.65,i just did the housing application,"""P.65_P.66""",337769,monkey.png
42275,GSL_G.5_main_1,1706646157022,P.63,Oh wow is it hard to deal with medical stuff away from your parents? I sweat when I have to talk to Student Health or call my PCM at home,"""P.61_P.63""",924497,fox.png
42276,GSL_G.5_main_1,1706646158798,P.72,oh okay,"""P.61_P.72""",270094,dog.png
42277,GSL_G.5_main_1,1706646159934,P.67,yeah I went to Richmond on Sunday just for something to do,"""P.61_P.67""",737930,Pig.png
42278,GSL_G.5_main_1,1706646160333,P.72,do you have dogs,"""P.61_P.72""",270094,dog.png
42279,GSL_G.5_main_1,1706646160401,P.65,it was so stressful,"""P.65_P.66""",337769,monkey.png
42280,GSL_G.5_main_1,1706646162905,P.65,:(,"""P.65_P.66""",337769,monkey.png
42281,GSL_G.5_main_1,1706646166833,P.61,Traveling is my fav,"""P.61_P.69""",168016,zebra.png
42282,GSL_G.5_main_1,1706646169503,P.62,prob public policy j bc it moves super fast & there's a lot of reading,"""P.62_P.66""",186600,donkey.png
42283,GSL_G.5_main_1,1706646171252,P.70,That's true it's a nice change of pace for sure,"""P.70_P.72""",106152,fox2.png
42284,GSL_G.5_main_1,1706646173997,P.72,do you have a fav dining hall,"""P.69_P.72""",270094,dog.png
42285,GSL_G.5_main_1,1706646174018,P.67,"went to an art museum, greek restaurant, looked around at things","""P.61_P.67""",737930,Pig.png
42286,GSL_G.5_main_1,1706646176428,P.69,Oh cool!,"""P.61_P.69""",472913,racoon.png
42287,GSL_G.5_main_1,1706646176697,P.66,I know it's weird we do it so early,"""P.65_P.66""",24405,dog2.png
42288,GSL_G.5_main_1,1706646177401,P.70,What are you studying?,"""P.70_P.72""",106152,fox2.png
42289,GSL_G.5_main_1,1706646177994,P.62,who do u have,"""P.62_P.72""",186600,donkey.png
42290,GSL_G.5_main_1,1706646180786,P.61,Wbu?,"""P.61_P.69""",168016,zebra.png
42291,GSL_G.5_main_1,1706646181943,P.66,how many other people are you with,"""P.65_P.66""",24405,dog2.png
42292,GSL_G.5_main_1,1706646191631,P.65,three others,"""P.65_P.66""",337769,monkey.png
42293,GSL_G.5_main_1,1706646194307,P.72,so like im undecided but i enjoy science a lot so im taking bio and psych,"""P.70_P.72""",270094,dog.png
42294,GSL_G.5_main_1,1706646194491,P.66,are you pre-batten,"""P.62_P.66""",24405,dog2.png
42295,GSL_G.5_main_1,1706646194913,P.65,so not too bad,"""P.65_P.66""",337769,monkey.png
42296,GSL_G.5_main_1,1706646197524,P.63,"Usually a little more than 8, I'm pretty non-functional with less than that. One time I did two near all-nighters to finish a sewing project before Halloween and it was an experience","""P.63_P.67""",924497,fox.png
42297,GSL_G.5_main_1,1706646197828,P.61,That’s interesting,"""P.61_P.67""",168016,zebra.png
42298,GSL_G.5_main_1,1706646198430,P.72,trying to see what i like,"""P.70_P.72""",270094,dog.png
42299,GSL_G.5_main_1,1706646205902,P.72,true true,"""P.67_P.72""",270094,dog.png
42300,GSL_G.5_main_1,1706646209728,P.66,yeah same I have three others next year too,"""P.65_P.66""",24405,dog2.png
42301,GSL_G.5_main_1,1706646210979,P.72,have you been to the other floors of clark,"""P.67_P.72""",270094,dog.png
42302,GSL_G.5_main_1,1706646213729,P.70,Haha yeah it better be easy. It counts as an elective for my minor but I mostly took it because I'm kinda interested in psych/need easy,"""P.67_P.70""",106152,fox2.png
42303,GSL_G.5_main_1,1706646214879,P.69,It would be runk if it wasn't so far,"""P.69_P.72""",472913,racoon.png
42304,GSL_G.5_main_1,1706646215177,P.65,eight people in one apartment is wild to me,"""P.65_P.66""",337769,monkey.png
42305,GSL_G.5_main_1,1706646221400,P.72,fr,"""P.69_P.72""",270094,dog.png
42306,GSL_G.5_main_1,1706646223291,P.65,like it just feels unsafe,"""P.65_P.66""",337769,monkey.png
42307,GSL_G.5_main_1,1706646226528,P.61,Just came back from my trip about a week ago too,"""P.61_P.67""",168016,zebra.png
42308,GSL_G.5_main_1,1706646226713,P.72,runk breakfast is pretty good too,"""P.69_P.72""",270094,dog.png
42309,GSL_G.5_main_1,1706646228264,P.70,Cool! What year are you,"""P.70_P.72""",106152,fox2.png
42310,GSL_G.5_main_1,1706646230288,P.69,Rn im training for a half marathon,"""P.61_P.69""",472913,racoon.png
42311,GSL_G.5_main_1,1706646232800,P.62,i think so,"""P.62_P.66""",186600,donkey.png
42312,GSL_G.5_main_1,1706646233076,P.72,they have strawberry cream cheese and realll eggs,"""P.69_P.72""",270094,dog.png
42313,GSL_G.5_main_1,1706646235843,P.66,Yeah im in a suite of 10 right now,"""P.65_P.66""",24405,dog2.png
42314,GSL_G.5_main_1,1706646237357,P.69,But im so bad at running lol,"""P.61_P.69""",472913,racoon.png
42315,GSL_G.5_main_1,1706646237391,P.62,not totally sure yet,"""P.62_P.66""",186600,donkey.png
42316,GSL_G.5_main_1,1706646237608,P.72,im a first year,"""P.70_P.72""",270094,dog.png
42317,GSL_G.5_main_1,1706646238079,P.72,wbu,"""P.70_P.72""",270094,dog.png
42318,GSL_G.5_main_1,1706646238989,P.67,where did you go,"""P.61_P.67""",737930,Pig.png
42319,GSL_G.5_main_1,1706646239367,P.62,hbu,"""P.62_P.66""",186600,donkey.png
42320,GSL_G.5_main_1,1706646240079,P.63,"I think maps have served me pretty well, some of my friends said they got spit out in the middle of the road during their first week here though!","""P.63_P.72""",924497,fox.png
42321,GSL_G.5_main_1,1706646242705,P.61,Ohh damn me too,"""P.61_P.64""",168016,zebra.png
42322,GSL_G.5_main_1,1706646247571,P.72,christopher uhh,"""P.62_P.72""",270094,dog.png
42323,GSL_G.5_main_1,1706646247595,P.70,Lmaoooo,"""P.62_P.70""",106152,fox2.png
42324,GSL_G.5_main_1,1706646249671,P.72,mazurek?,"""P.62_P.72""",270094,dog.png
42325,GSL_G.5_main_1,1706646250256,P.69,The eggs! omg so good,"""P.69_P.72""",472913,racoon.png
42326,GSL_G.5_main_1,1706646251082,P.67,I'd say the same,"""P.63_P.67""",737930,Pig.png
42327,GSL_G.5_main_1,1706646252296,P.65,quick question,"""P.65_P.66""",337769,monkey.png
42328,GSL_G.5_main_1,1706646252638,P.70,Idk Im kinda having fun rn,"""P.62_P.70""",106152,fox2.png
42329,GSL_G.5_main_1,1706646253516,P.66,same I keep swtiching between that and comm,"""P.62_P.66""",24405,dog2.png
42330,GSL_G.5_main_1,1706646254075,P.61,been in class for the past 6hours or so,"""P.61_P.64""",168016,zebra.png
42331,GSL_G.5_main_1,1706646256629,P.62,ok same,"""P.62_P.72""",186600,donkey.png
42332,GSL_G.5_main_1,1706646256969,P.65,do u go to runk or ohill,"""P.65_P.66""",337769,monkey.png
42333,GSL_G.5_main_1,1706646260013,P.70,Third year,"""P.70_P.72""",106152,fox2.png
42334,GSL_G.5_main_1,1706646261083,P.67,I have to get up really early for classes and usually workout before too,"""P.63_P.67""",737930,Pig.png
42335,GSL_G.5_main_1,1706646262352,P.72,wtf that sucks,"""P.63_P.72""",270094,dog.png
42336,GSL_G.5_main_1,1706646263982,P.66,because Law school sounds like too much,"""P.62_P.66""",24405,dog2.png
42337,GSL_G.5_main_1,1706646268577,P.72,do you know grounds well yet,"""P.63_P.72""",270094,dog.png
42338,GSL_G.5_main_1,1706646268934,P.65,cuz like ohill is on the way to class,"""P.65_P.66""",337769,monkey.png
42339,GSL_G.5_main_1,1706646269040,P.62,fr,"""P.62_P.70""",186600,donkey.png
42340,GSL_G.5_main_1,1706646270563,P.69,"I've never had the strawberry cream cheese, maybe ill try it","""P.69_P.72""",472913,racoon.png
42341,GSL_G.5_main_1,1706646271579,P.70,Damn left me on read fr,"""P.61_P.70""",106152,fox2.png
42342,GSL_G.5_main_1,1706646273846,P.61,Ohhh yeah,"""P.61_P.63""",168016,zebra.png
42343,GSL_G.5_main_1,1706646273916,P.66,but also what am i supposed to do with a business degreee,"""P.62_P.66""",24405,dog2.png
42344,GSL_G.5_main_1,1706646275906,P.65,but runk is exponetially better,"""P.65_P.66""",337769,monkey.png
42345,GSL_G.5_main_1,1706646278169,P.72,have you done any other studies yet,"""P.62_P.72""",270094,dog.png
42346,GSL_G.5_main_1,1706646281437,P.62,REAL,"""P.62_P.66""",186600,donkey.png
42347,GSL_G.5_main_1,1706646284114,P.67,Oh that's nice what's your minor,"""P.67_P.70""",737930,Pig.png
42348,GSL_G.5_main_1,1706646285240,P.72,it's so good,"""P.69_P.72""",270094,dog.png
42349,GSL_G.5_main_1,1706646288044,P.72,i love bagels tho so,"""P.69_P.72""",270094,dog.png
42350,GSL_G.5_main_1,1706646289228,P.61,I have to do it at this point so it doesn’t feel as bad,"""P.61_P.63""",168016,zebra.png
42351,GSL_G.5_main_1,1706646291295,P.69,What do you do for fun?,"""P.67_P.69""",472913,racoon.png
42352,GSL_G.5_main_1,1706646292939,P.62,no,"""P.62_P.72""",186600,donkey.png
42353,GSL_G.5_main_1,1706646293594,P.66,Runk ofc,"""P.65_P.66""",24405,dog2.png
42354,GSL_G.5_main_1,1706646294811,P.62,have u,"""P.62_P.72""",186600,donkey.png
42355,GSL_G.5_main_1,1706646295786,P.72,oh okay dope,"""P.70_P.72""",270094,dog.png
42356,GSL_G.5_main_1,1706646296182,P.70,What's your plans for the day after this,"""P.62_P.70""",106152,fox2.png
42357,GSL_G.5_main_1,1706646296720,P.67,if I go to clark I always sit in the stacks,"""P.67_P.72""",737930,Pig.png
42358,GSL_G.5_main_1,1706646298842,P.72,what are you studying,"""P.70_P.72""",270094,dog.png
42359,GSL_G.5_main_1,1706646305213,P.65,i had this terrible smoothie the other day,"""P.65_P.66""",337769,monkey.png
42360,GSL_G.5_main_1,1706646306079,P.69,What's your bodo's order?,"""P.69_P.72""",472913,racoon.png
42361,GSL_G.5_main_1,1706646309143,P.72,fr it's so quiet down there,"""P.67_P.72""",270094,dog.png
42362,GSL_G.5_main_1,1706646310281,P.67,"I workout a lot, hang with friends, travel, shop, etc","""P.67_P.69""",737930,Pig.png
42363,GSL_G.5_main_1,1706646310528,P.66,from runk?,"""P.65_P.66""",24405,dog2.png
42364,GSL_G.5_main_1,1706646311353,P.65,it was like ginger banana,"""P.65_P.66""",337769,monkey.png
42365,GSL_G.5_main_1,1706646311445,P.67,wbu,"""P.67_P.69""",737930,Pig.png
42366,GSL_G.5_main_1,1706646312132,P.63,"Oof, I'm afraid I do poorly when I have to get up early. On weekends I sleep from around 4 to 1.","""P.63_P.67""",924497,fox.png
42367,GSL_G.5_main_1,1706646315470,P.70,Social entrepreneurship,"""P.67_P.70""",106152,fox2.png
42368,GSL_G.5_main_1,1706646315472,P.66,eww,"""P.65_P.66""",24405,dog2.png
